IIDx	IID	KE_correct	GB	KE	Family	Name_number
3567	4175	Abu Dhabi	Ajman_Emirati	Ajman_Emirati	Alnuaimi	Name 43 
3591	4174	Sharjah	Ajman_Emirati	Ajman_Emirati	Alnuaimi	Name 43 
4113	4172	Ras Al Khaimah	Ajman_Emirati	Ajman_Emirati	Alnuaimi	Name 43 
4159	4170	Abu Dhabi	Ajman_Emirati	Ajman_Emirati	Alnuaimi	Name 43 
4270	4162	Abu Dhabi	Ajman_Emirati	Ajman_Emirati	Alnuaimi	Name 43 
4302	4160	Umm Al Quwain	Ajman_Emirati	Ajman_Emirati	Alnuaimi	Name 43 
4412	4159	Ajman	Ajman_Emirati	Ajman_Emirati	Alnuaimi	Name 43 
FG43	4147	Abu Dhabi	Ajman_Emirati	Ajman_Emirati	Alnuaimi	Name 43 
FG94	4144	Abu Dhabi	Ajman_Emirati	Ajman_Emirati	Alnuaimi	Name 43 
FG126	4142	Abu Dhabi	Ajman_Emirati	Ajman_Emirati	Alnuaimi	Name 43 
S182	4133	Abu Dhabi	Ajman_Emirati	Ajman_Emirati	Alnuaimi	Name 43 
S207	4132	Dubai	Ajman_Emirati	Ajman_Emirati	Alnuaimi	Name 43 
S257	4130	Abu Dhabi	Ajman_Emirati	Ajman_Emirati	Alnuaimi	Name 43 
S374	4126	Umm Al Quwain	Ajman_Emirati	Ajman_Emirati	Alnuaimi	Name 43 
S390	4125	Abu Dhabi	Ajman_Emirati	Ajman_Emirati	Alnuaimi	Name 43 
S488	4123	Abu Dhabi	Ajman_Emirati	Ajman_Emirati	Alnuaimi	Name 43 
951	488	Umm Al Quwain	Ajman_Emirati	Ajman_Emirati	Alobaidly	Other
1949	486	Umm Al Quwain	Ajman_Emirati	Ajman_Emirati	Alobaidly	Other
2137	483	Ras Al Khaimah	Ajman_Emirati	Ajman_Emirati	Alobaidly	Other
2786	482	Abu Dhabi	Ajman_Emirati	Ajman_Emirati	Alobaidly	Other
4286	475	Abu Dhabi	Ajman_Emirati	Ajman_Emirati	Alobaidly	Other
S160	458	Dubai	Ajman_Emirati	Ajman_Emirati	Alobaidly	Other
1370	931	Ras Al Khaimah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alotaiba	Other
2238	927	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alotaiba	Other
475	678	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alqamzi	Other
2549	672	Fujairah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alqamzi	Other
3669	667	Sharjah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alqamzi	Other
FG108	666	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alqamzi	Other
387	939	Abu Dhabi	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alqasimi	Other
814	932	Ras Al Khaimah	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alqasimi	Other
188	132	Abu Dhabi	Sharjah_Emirati	Sharjah_Emirati	Alqaydi	Name 12
954	131	Umm Al Quwain	Sharjah_Emirati	Sharjah_Emirati	Alqaydi	Name 12
2902	130	Ras Al Khaimah	Sharjah_Emirati	Sharjah_Emirati	Alqaydi	Name 12
3053	128	Abu Dhabi	Sharjah_Emirati	Sharjah_Emirati	Alqaydi	Name 12
3068	126	Abu Dhabi	Sharjah_Emirati	Sharjah_Emirati	Alqaydi	Name 12
3919	125	Dubai	Sharjah_Emirati	Sharjah_Emirati	Alqaydi	Name 12
4121	117	Ras Al Khaimah	Sharjah_Emirati	Sharjah_Emirati	Alqaydi	Name 12
S197	108	Abu Dhabi	Sharjah_Emirati	Sharjah_Emirati	Alqaydi	Name 12
S362	107	Abu Dhabi	Sharjah_Emirati	Sharjah_Emirati	Alqaydi	Name 12
S376	106	Abu Dhabi	Sharjah_Emirati	Sharjah_Emirati	Alqaydi	Name 12
S405	97	Abu Dhabi	Sharjah_Emirati	Sharjah_Emirati	Alqaydi	Name 12
S469	85	Umm Al Quwain	Sharjah_Emirati	Sharjah_Emirati	Alqaydi	Name 12
203	S272	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alqubaisi	Name 32 
213	S270	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alqubaisi	Name 32 
287	S27	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alqubaisi	Name 32 
298	S269	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alqubaisi	Name 32 
666	S268	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alqubaisi	Name 32 
839	S266	Ras Al Khaimah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alqubaisi	Name 32 
865	S263	Ras Al Khaimah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alqubaisi	Name 32 
971	S262	Fujairah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alqubaisi	Name 32 
1077	S261	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alqubaisi	Name 32 
1199	S260	Sharjah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alqubaisi	Name 32 
1243	S26	Umm Al Quwain	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alqubaisi	Name 32 
1573	S259	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alqubaisi	Name 32 
1576	S258	Sharjah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alqubaisi	Name 32 
1627	S257	Ajman	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alqubaisi	Name 32 
1801	S251	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alqubaisi	Name 32 
1852	S25	Ras Al Khaimah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alqubaisi	Name 32 
1910	S246	Unknown	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alqubaisi	Name 32 
1956	S243	Ras Al Khaimah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alqubaisi	Name 32 
2294	S241	Umm Al Quwain	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alqubaisi	Name 32 
2469	S240	Ras Al Khaimah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alqubaisi	Name 32 
3018	S239	Umm Al Quwain	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alqubaisi	Name 32 
3066	S238	Ras Al Khaimah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alqubaisi	Name 32 
3228	S236	Sharjah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alqubaisi	Name 32 
3393	S234	Ras Al Khaimah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alqubaisi	Name 32 
3397	S233	Ras Al Khaimah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alqubaisi	Name 32 
3562	S232	Ras Al Khaimah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alqubaisi	Name 32 
3592	S231	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alqubaisi	Name 32 
4042	S224	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alqubaisi	Name 32 
4170	S222	Dubai	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alqubaisi	Name 32 
4298	S22	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alqubaisi	Name 32 
FG136	S218	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alqubaisi	Name 32 
S304	S216	Ras Al Khaimah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alqubaisi	Name 32 
521	S367	Sharjah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alrumaithi	Name 26a 
739	S366	Ras Al Khaimah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alrumaithi	Name 26a 
994	S363	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alrumaithi	Name 26a 
1406	S362	Sharjah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alrumaithi	Name 26a 
1510	S360	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alrumaithi	Name 26a 
1772	S359	Fujairah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alrumaithi	Name 26a 
1887	S356	Ras Al Khaimah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alrumaithi	Name 26a 
2070	S353	Ras Al Khaimah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alrumaithi	Name 26a 
2093	S351	Sharjah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alrumaithi	Name 26a 
2202	S347	Fujairah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alrumaithi	Name 26a 
2289	S343	Ras Al Khaimah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alrumaithi	Name 26a 
2342	S342	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alrumaithi	Name 26a 
2578	S34	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alrumaithi	Name 26a 
2604	S337	Ras Al Khaimah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alrumaithi	Name 26a 
2847	S334	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alrumaithi	Name 26a 
3080	S333	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alrumaithi	Name 26a 
3291	S332	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alrumaithi	Name 26a 
3649	S330	Ras Al Khaimah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alrumaithi	Name 26a 
3966	S326	Ras Al Khaimah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alrumaithi	Name 26a 
4082	S324	Ras Al Khaimah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alrumaithi	Name 26a 
4182	S323	Sharjah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alrumaithi	Name 26a 
FG132	S322	Sharjah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alrumaithi	Name 26a 
S172	S320	Fujairah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alrumaithi	Name 26a 
S419	S32	Fujairah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alrumaithi	Name 26a 
S467	S319	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alrumaithi	Name 26a 
S482	S318	Ras Al Khaimah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alrumaithi	Name 26a 
240	1428	Sharjah	Fujairah_Emirati	Fujairah_Emirati	Alseraidi	Name 16
243	1425	Dubai	Fujairah_Emirati	Fujairah_Emirati	Alseraidi	Name 16
745	1411	Ras Al Khaimah	Fujairah_Emirati	Fujairah_Emirati	Alseraidi	Name 16
1455	1406	Abu Dhabi	Fujairah_Emirati	Fujairah_Emirati	Alseraidi	Name 16
1959	1389	Ras Al Khaimah	Fujairah_Emirati	Fujairah_Emirati	Alseraidi	Name 16
2130	1385	Ras Al Khaimah	Fujairah_Emirati	Fujairah_Emirati	Alseraidi	Name 16
2739	1381	Fujairah	Fujairah_Emirati	Fujairah_Emirati	Alseraidi	Name 16
3366	1370	Abu Dhabi	Fujairah_Emirati	Fujairah_Emirati	Alseraidi	Name 16
3524	1368	Dubai	Fujairah_Emirati	Fujairah_Emirati	Alseraidi	Name 16
4115	1366	Ras Al Khaimah	Fujairah_Emirati	Fujairah_Emirati	Alseraidi	Name 16
FG24	1365	Ajman	Fujairah_Emirati	Fujairah_Emirati	Alseraidi	Name 16
FG58	1364	Ras Al Khaimah	Fujairah_Emirati	Fujairah_Emirati	Alseraidi	Name 16
FG119	1359	Fujairah	Fujairah_Emirati	Fujairah_Emirati	Alseraidi	Name 16
S94	1344	Abu Dhabi	Fujairah_Emirati	Fujairah_Emirati	Alseraidi	Name 16
S347	1339	Abu Dhabi	Fujairah_Emirati	Fujairah_Emirati	Alseraidi	Name 16
S481	1337	Abu Dhabi	Fujairah_Emirati	Fujairah_Emirati	Alseraidi	Name 16
83	FG129	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alshamsi	Name 41 
221	FG126	Ajman	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alshamsi	Name 41 
331	FG121	Sharjah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alshamsi	Name 41 
452	FG119	Fujairah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alshamsi	Name 41 
498	FG114	Ras Al Khaimah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alshamsi	Name 41 
821	FG112	Umm Al Quwain	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alshamsi	Name 41 
978	FG108	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alshamsi	Name 41 
1190	FG107	Dubai	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alshamsi	Name 41 
1202	FG105	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alshamsi	Name 41 
1245	FG103	Sharjah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alshamsi	Name 41 
1269	FG1	Umm Al Quwain	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alshamsi	Name 41 
1271	4466	Umm Al Quwain	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alshamsi	Name 41 
1643	4447	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alshamsi	Name 41 
1657	4446	Fujairah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alshamsi	Name 41 
1666	4444	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alshamsi	Name 41 
1795	4440	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alshamsi	Name 41 
1841	4439	Ras Al Khaimah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alshamsi	Name 41 
2148	4437	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alshamsi	Name 41 
2926	4435	Ras Al Khaimah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alshamsi	Name 41 
3360	4432	Ras Al Khaimah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alshamsi	Name 41 
3361	4429	Ras Al Khaimah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alshamsi	Name 41 
3388	4428	Dubai	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alshamsi	Name 41 
3407	4425	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alshamsi	Name 41 
3415	4423	Ras Al Khaimah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alshamsi	Name 41 
3535	4418	Dubai	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alshamsi	Name 41 
3664	4412	Ajman	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alshamsi	Name 41 
3745	4405	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alshamsi	Name 41 
3914	4402	Ras Al Khaimah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alshamsi	Name 41 
4099	4397	Umm Al Quwain	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alshamsi	Name 41 
4175	4393	Sharjah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alshamsi	Name 41 
4218	4344	Umm Al Quwain	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alshamsi	Name 41 
4247	4338	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alshamsi	Name 41 
FG81	4302	Ajman	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alshamsi	Name 41 
FG135	4298	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alshamsi	Name 41 
FG138	4286	Ajman	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alshamsi	Name 41 
S98	4284	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alshamsi	Name 41 
S261	4282	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alshamsi	Name 41 
S272	4278	Sharjah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alshamsi	Name 41 
S280	4275	Ras Al Khaimah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alshamsi	Name 41 
S296	4273	Sharjah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alshamsi	Name 41 
S492	4271	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alshamsi	Name 41 
35	2919	Ras Al Khaimah	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
166	2916	Dubai	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
194	2910	Ras Al Khaimah	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
347	2905	Abu Dhabi	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
407	2903	Fujairah	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
483	2902	Sharjah	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
522	2900	Abu Dhabi	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
683	2899	Abu Dhabi	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
687	2898	Umm Al Quwain	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
782	2895	Abu Dhabi	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
882	2894	Ras Al Khaimah	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
886	2889	Ajman	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
931	2888	Ajman	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
932	2885	Ras Al Khaimah	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
966	2882	Ras Al Khaimah	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
1021	2878	Abu Dhabi	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
1031	2877	Ras Al Khaimah	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
1061	2866	Ras Al Khaimah	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
1113	2865	Ajman	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
1194	2859	Ras Al Khaimah	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
1324	2857	Abu Dhabi	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
1477	2847	Abu Dhabi	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
1521	2845	Umm Al Quwain	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
1565	2840	Abu Dhabi	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
1660	2834	Abu Dhabi	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
1754	2833	Abu Dhabi	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
1919	2821	Ras Al Khaimah	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
2194	2817	Abu Dhabi	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
2278	2810	Abu Dhabi	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
2441	2805	Fujairah	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
2543	2804	Abu Dhabi	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
2608	2803	Ras Al Khaimah	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
2692	2797	Ras Al Khaimah	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
2821	2791	Abu Dhabi	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
2859	2788	Fujairah	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
2877	2786	Ajman	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
2885	2782	Umm Al Quwain	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
2919	2770	Fujairah	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
2928	2769	Sharjah	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
2972	2767	Abu Dhabi	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
2979	2752	Abu Dhabi	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
3019	2751	Abu Dhabi	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
3097	2739	Fujairah	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
3174	2732	Fujairah	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
3274	2716	Dubai	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
3317	2714	Abu Dhabi	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
3456	2704	Abu Dhabi	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
3461	2698	Ras Al Khaimah	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
3530	2694	Ras Al Khaimah	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
3559	2692	Ras Al Khaimah	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
3571	2688	Abu Dhabi	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
3612	2683	Ras Al Khaimah	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
3632	2679	Abu Dhabi	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
3647	2673	Abu Dhabi	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
3746	2664	Ajman	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
3902	2662	Abu Dhabi	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
3974	2652	Fujairah	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
4040	2649	Ras Al Khaimah	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
4172	2646	Abu Dhabi	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
4178	2644	Umm Al Quwain	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
4217	2637	Fujairah	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
FG56	2625	Umm Al Quwain	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
FG85	2622	Umm Al Quwain	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
S56	2618	Umm Al Quwain	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
S93	2616	Sharjah	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
S100	2612	Abu Dhabi	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
S107	2608	Ras Al Khaimah	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
S120	2604	Abu Dhabi	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
S147	2594	Ras Al Khaimah	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
S152	2583	Abu Dhabi	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
S195	2578	Abu Dhabi	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
S196	2577	Sharjah	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
S200	2574	Abu Dhabi	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
S202	2569	Abu Dhabi	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
S233	2557	Abu Dhabi	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
S234	2553	Umm Al Quwain	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
S240	2549	Abu Dhabi	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
S243	2547	Abu Dhabi	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
S308	2543	Ras Al Khaimah	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
S330	2516	Abu Dhabi	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
S337	2504	Umm Al Quwain	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
S353	2500	Abu Dhabi	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
S356	2490	Abu Dhabi	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
S416	2485	Abu Dhabi	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
S423	2483	Fujairah	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
S437	2479	Ras Al Khaimah	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
